,title,area,numberOfRooms,price,town,district
7388,Tuzla Merkez Çarşı İçi Naci Avcı dan,115,3+1,4.750,Postane,
7389,TUZLA YAYLA KAPALI HAVUZ/KAPALI OTOPARK KİRALIK DAİRE 3+1 (120m2,130,3+1,7.000,Tersaneler,Yayla Mah.
7390,YILDIZLAR'DAN EVORA İSTANBUL TUZLA A PARSELDE 2+1 HAVUZ CEPHE,108,2+1,7.500,İçmeler,Aydıntepe Mh.
7391,TUZLA AYDINLI'DA GENİŞ BALKONLU ÖNÜ KAPANMAZ 1+1 KİRALIK DAİRE,65,1+1,5.250,Aydınlı,Aydınlı Mh.
7392,Fırsat Kiralık 3+1 Kombili Balkonlu Kapalı Mutfaklı Manzaralı,145,3+1,4.250,Orhanlı,Orta Mah.
7393,TUZLA YAYLA MAH EŞYALI 3+1 SİTE İÇİ HAVUZLU KIRALIK DAIRE,135,3+1,12.500,Tersaneler,Yayla Mah.
7394,TUZLA SITE ICERSINDE DUBLEKS MUSTAKIL BAHCELI GUVENLIKLI,125,3+1,7.000,Postane,
7395,MARMADOS SAHİL SİTESİNDE 145 M2 NET 3+1 ÖZEL DEKORASYONLU,165,3+1,11.000,Merkez,Cami Mah.
7396,istanbul Tuzla 3-1 Kiralık daire,160,3.5+1,6.700,İstasyon,İstasyon Mh.
7397,SAHİBİNDEN DUMANKAYA BOTANİK 1+1 EŞYALI KİRALIK,76,1+1,5.000,Aydınlı,Aydınlı Mh.
7398,TUZLA DUMANKAYA ADRES BATIDA 1+1 58 M2 FULL EŞYALI TUTTUN TUTTUN,58,1+1,4.500,Aydınlı,Aydınlı Mh.
7399,EVORA A PARSELDE FUL EŞYALI 1+1,56,1+1,5.750,İçmeler,Aydıntepe Mh.
7400,BRK GAYRİMENKUL BURAK AYDIN'DAN KİRALIK YAYLA MAH 2+1 DAİRE..,115,2+1,4.000,Tersaneler,Yayla Mah.
7401,AKÇADAĞ GAYRİMENKUL' DEN FERAH 3+1 DAİRE,150,3+1,7.750,İstasyon,İstasyon Mh.
7402,Tuzla sahilde kiralık içi yenilenmiş 2+1 daire,100,2+1,5.750,Postane,
7403,"SİTE İÇİNDE , GÜVENLİKLİ , ASANSÖRLÜ VE OTO PARKLI 2+1 DAİRE",75,2+1,4.500,Mimarsinan,Şifa Mh.
7404,Dumankaya Adres Botanik Sitesi'nde 1+1 54m2 Kiralık,54,1+1,3.750,Aydınlı,Aydınlı Mh.
7405,Yayla Mahallesi Yeni Ebeveyn Banyolu 2+1 Kiralık Daire,95,2+1,6.750,Tersaneler,Yayla Mah.
7406,"TUZLA SAHİL""DE SAHİL EVLERİN'DE SIFIR 3+1 KİRALIK DAİRE.",128,3+1,12.000,Postane,
7407,DOĞUŞ.DAN GİZLİBAHÇE ŞELALE ÇAM MANZARALI 2/1 GENİŞ DAİRE,130,2+1,9.500,Aydınlı,Aydınlı Mh.
7408,DUMANKAYA ADRES SU SİTESİ ARA KAT BOŞ 1+1 KİRALIK DAİRE,63,1+1,3.750,Aydınlı,Aydınlı Mh.
7409,ÖZBEYLERDEN MARİNADA KİRALIK DAİRE,160,3+1,7.250,Merkez,Cami Mah.
7410,TUZLA MARİNA KARŞISI DENİZ MANZARALI 3+1 AKILLI EV SİSTEM DAİRE,120,3+1,13.000,İstasyon,İstasyon Mh.
7411,BORKAR GAYRİMENKULDEN ŞİFA MAH 140 M2 2+1 3KAT KİRALIK DAİRE,140,2+1,3.900,Mimarsinan,Şifa Mh.
7412,TUZLA ORHANLIDA 2+1 GENİŞ TERASLI DAİRE,150,2+1,3.800,Orhanlı,Orhanlı Mh.
7413,Yeni binada 2+1 kiralik Daire,90,2+1,6.000,Postane,
7414,TUZLA AYDINLI MAH KİRALIK 90 M2 SİTE İÇİNDE 2+1 DAİRE,90,2+1,4.750,Aydınlı,Aydınlı Mh.
7415,TUZLA EMLAK KONUTLARI 2. KISIMDA KİRALIK 90 M2 2+1 DAİRE,90,2+1,4.250,Aydınlı,Aydınlı Mh.
7416,TUZLA POSTANE MAH SİTE İÇİ FULL EŞYALI KİRALIK DAİRE 3+1 (160m2),160,3+1,8.250,Postane,
7417,Yeşil İstanbul Evleri Kiralık 3+1,195,3+1,10.000,İçmeler,Aydıntepe Mh.
7418,DOSTLAR EMLAKTAN DUMANKAYA LOBİDE HAVUZ CEPHE FULL EŞYALI 1+1,58,1+1,4.250,Aydınlı,Aydınlı Mh.
7419,NETWORK DEN YAYLA MAH.DE GENİŞ 3+1 KİRALIK DAİRE,140,3+1,9.000,Tersaneler,Yayla Mah.
7420,"Tuzla Port'a Yürüme 100 Mt Ara Kat 3+1 ""Alpay Apakgün""",125,3+1,9.750,Postane,
7421,Yaylada 2+1 Mahmut DEMİR den Asansör yok,100,2+1,3.600,Tersaneler,Yayla Mah.
7422,TUZLA AYDINLI DUMANKAYA ADRES LOBİ BOŞ ARA KAT 1+0 KİRALIK DAİRE,50,1+0,3.500,Aydınlı,Aydınlı Mh.
7423,tuzla lokum evler 2.5+1 daire,128,2.5+1,5.500,Aydınlı,Aydınlı Mh.
7424,TUZLA Mimar Sinan'da KİRALIK 2+1 YENİ BİNA 4.KAT OKUL YANI,95,2+1,5.000,Mimarsinan,Mimar Sinan Mah.
7425,REOFFICE DEN EVORA DA BÜYÜK BALKONLU YÜKSEK KAT ÇOK UYGUN STÜDYO,56,1+0,3.750,İçmeler,Aydıntepe Mh.
7426,SAHİBİNDEN 1+1 Deniz Manzaralı,72,1+1,6.000,İçmeler,Aydıntepe Mh.
7427,"SAHİLDE, ÜÇ CEPHELİ ETRAFI AÇIK KAPANMAZ,YENİ LÜKS DAİRE",90,2+1,7.500,Postane,
7428,TUZLA EVLIYA CELEBI MAH KIRALIK GENIS 3+1 DAIRE,140,3+1,6.250,Tersaneler,Evliya Çelebi Mh.
7429,TUZLA EMLAK KONUTLARI 1+1 MANZARALI 5.KAT 61 m2,61,1+1,4.000,Aydınlı,Aydınlı Mh.
7430,AÇIKLAMAYI OKUYUNUZ!! EBEVEYN BANYOLU YERDEN ISITMALI DENİZ MNZ.,120,3+1,7.750,İçmeler,Aydıntepe Mh.
7431,TUZLA KİPTAŞ2 KİRALIK 2+1 Güvenlikli site 75/65M Güney cephe,75,2+1,3.900,Mimarsinan,Mimar Sinan Mah.
7432,SAHİBİNDEN KİRALIK Yayla mah. 3+ 1,110,3+1,7.000,Tersaneler,Yayla Mah.
7433,AYDINLI TOKİ'DE 2+1 KİRALIK DAİRE !!!,95,2+1,4.500,Aydınlı,Aydınlı Mh.
7434,POSTANE MAH. SİTE İÇİ 3+1 OTURMAYA HAZIR KİRALİK DAİREE,130,3+1,5.000,Postane,
7435,DUMANKAYA ADRESTE FULL+FULL ESYALI KİRALIK 1+0 STÜDYO DAİRE,38,1+0,3.500,Aydınlı,Aydınlı Mh.
7436,"Tuzla Emlak Konutlarında Tertemiz 1+1 ""Alpay Apakgün""",75,1+1,6.250,Aydınlı,Aydınlı Mh.
7437,"TUZLA SAHİLDE DENİZ MANZARALI ""KDV AVANTAJLI"" 5+2 DUBLEKS",225,5+2,16.500,Postane,
7438,TUZLA MARİN CİTY SİTESİ NET 136M2 3+1 KİRALIK DAİRE GÜNEY CEPHE,192,3+1,10.000,Tersaneler,Evliya Çelebi Mh.
7439,KİPTAŞ ŞİFA EVLERİ 1. ETAPTA OTURUMA HAZIR ÇOK TEMİZ KİRALIK 2+1,105,2+1,4.500,Mimarsinan,Şifa Mh.
7440,TUZLA EMLAK KONUTLARI 2+1 BALKONLU 104 m2 KAPALI MUTFAKLI,104,2+1,5.500,Aydınlı,Aydınlı Mh.
7441,TUZLA SAHİLDE MÜSTAKİL ÖZEL BAHÇE KULLANIMLI 3+1 KİRALIK DAİRE,125,3+1,6.000,Postane,
7442,EVORA EMLAK-GÖKSEL PAKEL'DEN E PARSELDE EŞYALI KİRALIK 1+1 DAİRE,70,1+1,6.000,İçmeler,Aydıntepe Mh.
7443,HAKAN'DAN ŞELALE EVLERİ SİTESİNDE 2+1 FUL EŞYALI KIRALIK DAİRE,110,2+1,4.500,Aydınlı,Aydınlı Mh.
7444,Tuzla Dumankaya Botanik Sitesinde Havuz Cepheli Eşyalı Stüdyo,35,1+0,3.200,Aydınlı,Aydınlı Mh.
7445,Postane Mahallesi Deniz ve Havuz Manzaralı 4+1 Kiralık Villa,230,4+1,15.000,Postane,
7446,Cami Mahallesi Bahçe Verandalı Lüks 3+1 Kiralık Daire,125,3+1,8.500,Merkez,Cami Mah.
7447,Fİ YAKA 2'DE KİRALIK DAİRE,70,1+1,4.000,Mimarsinan,Mimar Sinan Mah.
7448,TUZLA EVORA DA DENIZ MANZARALI KAT BAHÇELİ 2+1,100,2+1,7.500,İçmeler,Aydıntepe Mh.
7449,TUZLA İSTASYON MAH SİTEİÇİ FULL EŞYALI KİRALIK DUBLEKS DAİRE 3+1,150,3+1,8.250,İstasyon,İstasyon Mh.
7450,Tuzla Yayla Mahalle'sinde 2+1 kiralık Daire,120,2+1,4.500,Tersaneler,Yayla Mah.
7451,Marmados sahil sitesi havuzlu daire,80,1+1,4.000,Merkez,Cami Mah.
7452,TUZLA AYDINLIDA DUMANKAYA SİTESİNDE 1+1 EŞYALI KİRALIK DAİRE,60,1+1,4.500,Aydınlı,Aydınlı Mh.
7453,TUZLA EVORA SİTESİ A PLUS BÜYÜK TİP KİRALIK DAİRE 3+1 (120m2),150,3+1,9.500,İçmeler,Aydıntepe Mh.
7454,"Aydınlı'da Yıldız Kule Sitesinde Balkonlu, Kiralık 1+1 Daire",65,1+1,4.250,Aydınlı,Aydınlı Mh.
7455,TUZLA GOLD LİFE SİTESİN'DE 3+1 KİRALIK DAİRE.,135,3+1,8.000,Tersaneler,Yayla Mah.
7456,TUZLA POSTANE MAH. DENİZ MANZARALI FULL EŞYALI 3+1 120 M2,120,3+1,15.500,Postane,
7457,Sahibinden eşyalı dublex,130,3+1,8.500,İstasyon,İstasyon Mh.
7458,Tuzla'nın en nezih Yalıboyu cad. sahile yakın daire,95,2+1,7.500,Postane,
7459,Kiralık Daire,75,2+1,4.500,Aydınlı,Aydınlı Mh.
7460,postahane mahallesinde 4+1 kiralık dublex,160,4+1,7.250,Postane,
7461,Kiptaş 2. Etap konutların da sahibinden kiralık,75,2+1,4.250,Mimarsinan,Mimar Sinan Mah.
7462,'KW-Cadde' MARMADOS SAHİL SİTESİNDE KİRALIK 165 M2 3+1 DAİRE,165,3+1,8.500,Merkez,Cami Mah.
7463,EVORA İSTANBUL'DA DENİZ MANZ. GENİŞ 1+1 KİRALIK DAİRE,62,1+1,5.500,İçmeler,Aydıntepe Mh.
7464,Kiralık 2+1 Eşyalı 60m2 Daire. Tuzla/Şifa,60,2+1,10.000,Mimarsinan,Mimar Sinan Mah.
7465,EŞYALI EVORA A 3 PARSEL BALKONLU BÜYÜK TİP KİRALIK DAİRE,78,1+1,6.000,İçmeler,Aydıntepe Mh.
7466,AKKARDEŞLERDEN EMİR OĞLU CAD. KİRALIK 3+1 130m2 FIRSAT DAİRE,130,3+1,5.000,Mimarsinan,Şifa Mh.
7467,"PAMA'dan AYDINLI'da GÜRPINAR CADDESİNDE,İSKANLI 3+1 DUBLEX",160,3+1,5.750,Aydınlı,Aydınlı Mh.
7468,140m2 3+1 Aile binası Dış cephe montalamalı,160,3+1,4.750,Aydınlı,Aydınlı Mh.
7469,Butik Sitede Kiralık Ev,102,2+1,9.500,Tersaneler,Evliya Çelebi Mh.
7470,DUMANKAYA ADRESTE EŞYALI HAVUZ CEPHE 1+1 KIRALIK DAIRE,58,1+1,3.750,Aydınlı,Aydınlı Mh.
7471,TUZLA EVORA A PARSELDE GENİŞ BALKONLU EŞYALI D.MANZARALI 1+1,72,1+1,5.000,İçmeler,Aydıntepe Mh.
7472,TUZLA POSTANE MAH.3+1 SIFIR KİRALIK DAİRE,130,3.5+1,9.000,Postane,
7473,Sahibinden Butik Sitede 2+1 Büyük Bahçe Kullanımlı Kiralık Daire,95,2+1,5.000,Aydınlı,Aydınlı Mh.
7474,Tuzla Toki Sahibinden Kiralık,110,2+1,4.500,Aydınlı,Aydınlı Mh.
7475,"DOĞUŞ.DAN MARMARAY 15 DK GİZLİBAHÇE GENİŞ LÜX 4,5/1 LÜX DAİRE",195,4.5+1,15.000,Aydınlı,Aydınlı Mh.
7476,EMRAHEFE EVORA B PARSEL ÖNÜ AÇIK BAHÇE KATI FIRSAT 1+1 DAİRE,66,1+1,4.500,İçmeler,Aydıntepe Mh.
7477,TUZLA CAMİ MAH 125 M2 NET 3+1 BAHÇELİ VILLA TARZI KIRALIK DAIRE,135,3+1,13.000,Merkez,Cami Mah.
7478,VEGA TUZLA YAYLA CAD. UZERI 110 M2 2+1 OFIS VE KONUT KIRALIK,110,2+1,4.200,Tersaneler,Yayla Mah.
7479,Dumankaya Adres A parsel 1+1,80,1+1,4.000,Aydınlı,Aydınlı Mh.
7480,SABANCI ÜNİVERSİTESİ 2 dk MESAFE,65,1+1,3.000,Orhanlı,Orta Mah.
7481,TUZLA GİZLİBAHÇE YEŞİLLİKLER İÇİNDE 4+1 KİRALIK DAİRE,190,4+1,15.000,Aydınlı,Aydınlı Mh.
7482,EVORA UZMANI ZUHAL BALKAŞTAN C PRSEL 3+1 FULL EŞYALI KİRALIK DAİ,136,3+1,13.000,İçmeler,Aydıntepe Mh.
7483,Tuzla Mimar Sinan MH Kiralık 2+1,90,2+1,4.500,Mimarsinan,Mimar Sinan Mah.
7484,BOSS CITY'DEN ORTA MAH .KİRALIK GENİŞ 2+1 DAİRE..,95,2+1,3.500,Orhanlı,Orta Mah.
7485,"NETWORK GÜLÜMSER , ARA KAT, GENİŞ,FERAH,150 M2 KİRALIK 3+1 DAİRE",165,3+1,8.800,İstasyon,İstasyon Mh.
7486,MRT GAYRİMENKUL AYHAN'DAN KİRALIK 3+1 DAİREEE!!!!,115,3+1,4.700,Mimarsinan,Mimar Sinan Mah.
7487,TUZLA SİFA MAHALLESİNDE KİRALIK ESYALI DAİRE,130,3+1,10.000,Mimarsinan,Şifa Mh.
7488,KORU EMLAK'tan:3+1=120m2 ARAKAT YENİ LÜX DAİRE KİRALIKTIR,120,3+1,5.050,Mimarsinan,Şifa Mh.
7489,DENİZATI GAYRİMENKUL'den İSTASYON'da KİRALIK 5+2 DUBLEKS DAİRE .,230,5+2,8.250,İstasyon,İstasyon Mh.
7490,TURYAP'TAN TUZLA FLORA KONAKLARINDA 3+1 KİRALIK DAİRE,130,3+1,8.500,Tersaneler,Evliya Çelebi Mh.
7491,VIP den TUZLA AYDINLI GÜNAYDIN KONAKLARI KİRALIK 2+1 95m2 DAİRE,95,2+1,5.999,Aydınlı,Aydınlı Mh.
7492,Eşyalı Deniz Manzaralı 3+1 Mahmut DEMİR den,145,3+1,7.000,Merkez,Cami Mah.
7493,TUZLA PİYADE OKULU - PİRİ REİS ÜNİ'YE YAKIN EŞYALI KİRALIK 1+1,80,1+1,4.000,İstasyon,İstasyon Mh.
7494,Eşyalı Mercanda Üniversitenin Yanı 2+1 Mahmut DEMİR den,85,2+1,9.000,Postane,
7495,DEMET UMAY dan Tuzlada MEHTAP SİTESİNDE kiralık daire,200,3+1,15.000,Merkez,Cami Mah.
7496,TUZLA YAYLA NEZİH SİTE İÇİ HAVUZLU 7/24 GÜVENLİKLİ KİRALIK DAİRE,150,3+1,7.000,Tersaneler,Yayla Mah.
7497,TUZLA AYDINTEPEDE 2+1 KİRALIK DAİRE,75,2+1,6.500,İçmeler,Aydıntepe Mh.
7498,eşyalı kiralık daire,130,3+1,16.500,İstasyon,İstasyon Mh.
7499,Tuzla Fiyaka 2 Sitesinde Kiralık Daire,110,2+1,5.650,Mimarsinan,Mimar Sinan Mah.
7500,"İstasyon Mahallesi'nde Ebevyn Banyolu, 130 m2 Kiralık 3+1 Daire",150,3+1,8.000,İstasyon,İstasyon Mh.
7501,BULUTEV'DEN TUZLA AYDINTEPEDE 2+1 KİRALIK DAİRE,150,2+1,4.000,İçmeler,Aydıntepe Mh.
7502,Tuzla Postane Mahallesi Full Eşyalı 3+1 Daire,110,3+1,7.000,Postane,
7503,"Levent Sitesi Yanı Site İçi Full Eşyalı ""Alpay Apakgün""",115,3+1,14.500,Postane,
7504,KİRALIK EŞYALI 1+1 DAİRE ORHANLI MESCİT MAH MÜNÜBÜS YOLUNA YAKIN,55,1+1,3.650,Orhanlı,Mescit Mah.
7505,Tuzla Emlak Konut 2. Kısım Boş Bakımlı 3+1 Kiralık Daire,124,3+1,6.000,Aydınlı,Aydınlı Mh.
7506,TUZLA YAYLA BUTİK SİTE 5+1 GİRİŞ DUBLEKS DAİRE SELİM PALA,175,5+1,10.000,Tersaneler,Yayla Mah.
7507,TUZLA YAYLA MAH MİNÜBÜS YOLUNA YAKIN KIRALIK 4+2 250 M2 DUBLEKS,280,4+2,13.000,Tersaneler,Evliya Çelebi Mh.
7508,TUZLA DUMANKAYA ADRES DOĞUDA FULL EŞYALI 1+1 58 M2 DAİRE,58,1+1,4.500,Aydınlı,Aydınlı Mh.
7509,TUZLA TEPEÖREN MILLENIUM PARK STUDIO KİRALIK 2+1,90,2+1,10.000,Akfırat,Tepeören Mh.
7510,NAGİHAN'DAN EVORA E PARSELDE FULL EŞYALI KİRALIK 1+1,68,1+1,6.200,İçmeler,Aydıntepe Mh.
7511,TUZLA POSTANE MAHALLESİ DENİZE SIFIR BUTİK SİTEDE HAVUZLU 2+1,105,2+1,11.000,Postane,
7512,PAMA'dan İÇMELER'de ÇOK GÜZEL KONUMDA 1+1 DUBLEX DAİRE,60,1+1,4.250,İçmeler,İçmeler Mh.
7513,"MANZARALI, HAVUZLU SİTE DE LÜX 3+1 DAİRE",136,3+1,7.350,Aydınlı,Aydınlı Mh.
7514,İSTASYON MAH. KİRALIK 2+1 85 M2 YENİ DAİRE 3E GAYRİMENKUL,90,2+1,5.500,İstasyon,İstasyon Mh.
7515,TUZLA SAHİLE YÜRÜME MESAFESİ. HAVUZ MANZARALI 3+1 KİRALIK DAİRE.,125,3+1,10.500,Postane,
7516,"GLOBALDEN,POSTANE MAH.SAHILE YAKIN ULTRA LÜKS YENİ DAİRE",135,3+1,12.500,Postane,
7517,DUMANKAYA ADRES LOBİ SİTESİ 2+1 KİRALIK DAİRE,75,2+1,4.500,Aydınlı,Aydınlı Mh.
7518,MXM TRİO 'DAN TUZLA ŞİFA MAHALLESİNDE KİRALIK SIFIR 2+1 DAİRE,90,2+1,4.200,Mimarsinan,Şifa Mh.
7519,Sahibinden D Parsel 1+1 Kiralık Daire,62,1+1,5.500,İçmeler,Aydıntepe Mh.
7520,"EVORA A PARSEL 'de 2+1 EŞYALI, BALKONLU, ÇAMAŞIR ODALI 8.250TL",114,2+1,8.250,İçmeler,Aydıntepe Mh.
7521,SAHİBİNDEN SİTE İÇİNDE EŞYASIZ ARAKAT STÜDYO DAİRE,55,1+0,3.300,Aydınlı,Aydınlı Mh.
7522,İLAN GÜNCELDİR SAHİBİNDE DUMANKAYA ADRESSU SİTESİNDE HAVUZLU 1+1,75,1+1,4.000,Aydınlı,Aydınlı Mh.
7523,ORHANLI BEYAZ KONAKLAR'DA KULLANIŞLI 1+1 KİRALIK DAİRE,70,1+1,4.000,Orhanlı,Mescit Mah.
7524,TUZLA 2+1 KİRALIK DAİRE 85m2 Mimar sinan Mah.camii ve okul yanı,80,2+1,5.250,Mimarsinan,Mimar Sinan Mah.
7525,ÇINAR'DAN EŞYALI KİRALIK 1+1 DAİRE,65,1+1,5.500,Aydınlı,Aydınlı Mh.
7526,Tatil Konseptinde Doğanın İçinde Huzurlu ve Sakin Bir Yaşam,190,4+1,15.000,Aydınlı,Aydınlı Mh.
7527,TUZLA ŞİFADA E5 YAKIN SİTEDE KİRALIK ORTA KAT DURMAZOĞLU EMLAKTN,80,2+1,4.000,Mimarsinan,Şifa Mh.
7528,Tuzla Merkezde Full Eşyalı Mahmut Demirden,100,2+1,7.500,Tersaneler,Yayla Mah.
7529,Tuzla Evliya Çelebi 2 yıllık temiz ev,110,2+1,6.750,Tersaneler,Evliya Çelebi Mh.
7530,BOSS CITY'DEN ÇAMLIBELDE CAD. KİRALIK GENİŞ3+1 DUBLEX DAİRE..,150,3+1,6.250,Aydınlı,Aydınlı Mh.
7531,Temmuz Sonu Kiracısı Çıkaçak 3+1 Site İçi Mahmut DEMİR den,110,3+1,4.500,İstasyon,İstasyon Mh.
7532,TUZLA AYDINLI DUMANKAYA DOĞU'DA FULL EŞYALI KLİMALI 1+0 STÜDYO,45,1+0,3.250,Aydınlı,Aydınlı Mh.
7533,KİPTAŞ 2. ETAP SAHİBİNDEN GÜNEY CEPHE 95m KİRALIK DAİRE,95,2+1,4.650,Mimarsinan,Mimar Sinan Mah.
7534,TUZLA AYDINLI'DA MERKEZİ KONUMDA KİRALIK 2+1 150M2 SIFIR DAİRE,150,2+1,5.500,Aydınlı,Aydınlı Mh.
7535,AKKARDEŞLERDEN ŞİFA MERKEZDE KİRALIK SIFIR 2+1 FIRSAT DAİRE,90,2+1,4.500,Mimarsinan,Şifa Mh.
7536,ER YAPI GAYRİMENKULDEN KİPTAŞ 2. ETPTA KİRALIK 75m 2+1 DAİRE,75,2+1,3.800,Mimarsinan,Mimar Sinan Mah.
7537,ER YAPI GAYRİMENKULDEN AYDINLI ADRES SİTESİNDE KİRALIK 1+1 DAİRE,55,1+1,3.850,Aydınlı,Aydınlı Mh.
7538,Tuzla Marmaray'a 50 mt Mesafede Kiralık 2+1 Daire,90,2+1,3.800,İstasyon,İstasyon Mh.
7539,ECE SÜREL'DEN EVORA'DA B PRS BÜYÜK M2 BALKONLU 1+1 KİRALIK,70,1+1,5.500,İçmeler,Aydıntepe Mh.
7540,TUZLA EVORA A PARSEL DE 134 m² BALKON VE KAT BAHÇELİ KİRALIK 2+1,134,2+1,7.500,İçmeler,Aydıntepe Mh.
7541,PAMA'dan İÇMELER'de ÇOK GÜZEL KONUMDA 2+1 KULLANIŞLI DAİRE,100,2+1,4.650,İçmeler,İçmeler Mh.
7542,REOFFICE DEN EVORA T PARSEL DENİZ ve HAVUZ MANZARALI MÜTHİŞ 1+1,69,1+1,5.000,İçmeler,Aydıntepe Mh.
7543,Tuzla Marinada Kiralık 2+1,90,2+1,6.500,İstasyon,İstasyon Mh.
7544,AYDINLI DUMANKAYA ADRES EŞYALI KİRALIK 1+0 STÜDYO,45,1+0,3.000,Aydınlı,Aydınlı Mh.
7545,Cami Mah Havuzlu Güvenlikli Yeni Sitede Mahmut Demir den,70,1+1,5.500,Merkez,Cami Mah.
7546,Tuzla KİPTAŞ KİRALIK 3+1 DAİRE Güvenlikli site 115M Güney cephe,115,3+1,5.500,Mimarsinan,Mimar Sinan Mah.
7547,Tuzla Aydınlı Reflex Sitesinde 1+1 Kiralik Daire,55,1+1,4.200,Aydınlı,Aydınlı Mh.
7548,TUZLA İSTASYON MAHALLESİ FULLL EŞYALI 4+1 DUBLEKS KİRALIK DAİRE,175,4+1,8.500,İstasyon,İstasyon Mh.
7549,EVORA EMLAK-GÖKSEL PAKEL'DEN A PARSEL 3+1 BALKONLU KİRALIK DAİRE,125,3+1,9.000,İçmeler,Aydıntepe Mh.
7550,SAHİBİNDEN KOMİSYONSUZ KİRALIK DAİRE,75,2+1,4.200,Mimarsinan,Mimar Sinan Mah.
7551,YAYLA MAHALLESİNDE 3+1 105m² KİRALIK DAİRE,125,3+1,8.000,Tersaneler,Yayla Mah.
7552,TUZLA KİPTAŞ 2 ETAP 95M² 2+1,95,2+1,4.700,Mimarsinan,Mimar Sinan Mah.
7553,İBRAHİM ATAŞ'DAN KİRALIK DAİRE,95,2+1,5.000,Aydınlı,Aydınlı Mh.
7554,"Tuzla Sahil'de Site İçinde Ara Kat Güney Cephe ""Alpay Apakgün""",125,3+1,10.500,Postane,
7555,Medeniyet Üniversitesine Yakin Eşyalı Kiralık Daire Orhanlı,100,2+1,4.000,Orhanlı,Fatih Mah.
7556,TUZLA DUMANKAYA ADRES LOBİDE HAVUZ CEPHE 1+1 58 M2 FULL EŞYALI,58,1+1,4.500,Aydınlı,Aydınlı Mh.
7557,AKÇADAĞ GAYRİMENKUL 'DEN ŞAHSUVAROĞLU AMBİYANS SİTESİNDE 2+1,105,2+1,10.000,Tersaneler,Yayla Mah.
7558,SAHİBİNDEN TUZLA EMLAK KONUTTA KİRALIK,124,3+1,6.000,Aydınlı,Aydınlı Mh.
7559,tuzla KİPTAŞ 2+1 KİRALIK BALKONLU 95M Güvenlikli site,95,2+1,4.750,Mimarsinan,Mimar Sinan Mah.
7560,2+1 Ekşioğlu Vizyon Park Kiralık Daire 1 Ağustos Teslim,110,2+1,7.000,Tersaneler,Yayla Mah.
7561,TUZLA DENİZ MANZARALI 2+1 KİRALIK DAİRE.,110,2+1,6.500,Merkez,Cami Mah.
7562,POSTANE MAHALLESİNDE MÜKEMMEL KONUMDA KİRALIK 2+1 TERS DUBLEKS..,84,2+1,6.750,Postane,
7563,ReArt/ONUR-2+1 KİRALIK BAHÇE KATI DUMANKAYA ADRES BOTANİK'TE,85,2+1,4.500,Aydınlı,Aydınlı Mh.
7564,T&R GAYRİMENKUL DEN GÖLBOYUNDA KİRALIK SİTEİÇİ YENİ BÜYÜK DAİRE,130,3+1,7.000,Tersaneler,Evliya Çelebi Mh.
7565,Deniz Manzaralı Kiralık Dubleks-Rental Duplex 3+1 Furnished/not,140,3+1,8.250,Postane,
7566,GÜVENÇ'DEN EVLİYA ÇELEBİ'DE 2 YILLIK 2+1 DAİRE...,85,2+1,6.500,Tersaneler,Evliya Çelebi Mh.
7567,TUZLA POSTANE MAHALLESİ SAHİLE 2 DAKİKA GENİŞ 3+1 KİRALIK DAİRE,135,3+1,6.500,Postane,
7568,DUMANKAYA DİZAYN'DA 1+0 DAİRE,50,1+0,3.700,Aydınlı,Aydınlı Mh.
7569,CASTLE'DAN SİTE İÇERİSİNDE SIFIR ARA KAT KİRALIK 1+1 DAİRE,74,1+1,4.200,Aydınlı,Aydınlı Mh.
7570,EVORA C PARSEL HAVUZ VE PEYZAJ CEPHE 3+1 BOŞ DAİRE EMRAHEFE,136,3+1,10.000,İçmeler,Aydıntepe Mh.
7571,Tuzla'da Eşsiz Manzaralı Denize Sıfır Yalı Dairesi,160,3+1,20.000,Postane,
7572,BRK GAYRİMENKUL BURAK AYDIN'DAN DKY BOTANİK PROJESİNDE 1+1 DAİRE,76,1+1,4.000,Aydınlı,Aydınlı Mh.
7573,SIFIR BİNADA FULL EŞYALI 3+1 KİRALIK UZUN VEYA KISA DÖNEMLİK,125,3+1,10.000,Postane,
7574,TUZLA MERKEZİ KONUMDA 3+1 135 m2 KİRALIK DAİRE SİTE İÇİNDE,155,3+1,8.500,İstasyon,İstasyon Mh.
7575,Tuzla İçmeler Mah. Sahibinden Kiralık Daire,160,4+1,6.000,İçmeler,İçmeler Mh.
7576,TUZLA POSTANE'DE KİRALIK ARA KAT DAİRE,135,2+1,11.000,Postane,
7577,Sahibinden kiralık konumu güzel daire,80,2+1,3.750,Mimarsinan,Şifa Mh.
7578,DENİZATI GAYRİMENKUL 105m2 GENİŞ 2+1 KİRALIK DAİRE ..,105,2+1,7.200,İstasyon,İstasyon Mh.
7579,TUZLA DUMANKAYA ADRES 1 BÜYÜK TİP 1+1 ARA KAT ANKASTRELİ,50,1+1,4.000,Aydınlı,Aydınlı Mh.
7580,ER YAPI GAYRİMENKULDEN KİPTAŞ 1. ETAPTA KİRALIK 95m 2+1 DAİRE,95,2+1,4.150,Mimarsinan,Şifa Mh.
7581,"AYDINLI LOKUM EVLER MANZARA'DA 3,5+1 KİRALIK DAİRE",154,3.5+1,8.500,Aydınlı,Aydınlı Mh.
